File.accession,File.format,File.type,File.format.type,Output.type,File.assembly,Experiment.accession,Biosample.term.name,Experiment.target,Size,md5sum,peaks_count_raw,peaks_count_run
ENCFF385LDF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000DMJ,MCF-7,MYC-human,173939,8bcd5bd8a12e30edb91eae752ede9df3,9489,9489
ENCFF281CNU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR402JAC,MCF-7,ZNF574-human,66102,988ed05cb4ed6a4ed9d061364bb9928c,3399,3399
ENCFF142NAV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR417DKD,MCF-7,NFXL1-human,27549,4ba27fcf7049e832518eca02ecad579d,1404,1404
ENCFF857LGS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR546KCN,MCF-7,FOSL2-human,255393,3a9487bf0247b10c937edeaf30a60452,14103,14103
ENCFF699IZY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR877UJB,MCF-7,ZNF227-human,39643,50c3d178daf9d02096047f9a59682bd3,2051,2051
ENCFF062KLW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR442VBJ,MCF-7,RAD51-human,122118,db538231d998fdaaac5adc36659bebce,6708,6708
ENCFF740MEN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR119OFH,MCF-7,BRCA2-human,73073,392f4daa20cfcc17bcc31620960fd97f,3790,3790
ENCFF870ORM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR234VCE,MCF-7,DPF2-human,371962,8356210906b87122812c911d696afa31,19926,19926
ENCFF141CBF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR848QXX,MCF-7,TSC22D1-human,109929,b72c9ed351085270438f5dae740449b6,5849,5849
ENCFF565XMS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR330ADN,MCF-7,DDX20-human,44939,ebdf1fe157d1c5741a56edcdfe86069e,2318,2318
ENCFF163JHE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000DMV,MCF-7,CTCF-human,989842,9dc933905e15606c5a5c1eef4e4d08a5,62499,62499
ENCFF401YUZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR389BLX,MCF-7,GATAD2B-human,37072,9dcff9e7ae2daca94490b776f0c10f5b,1889,1889
ENCFF682UUL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR703TNG,MCF-7,RAD21-human,986524,b37fc59720f673ac3b557f442dff5499,58664,58664
ENCFF611WRQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR860XVO,MCF-7,ZNF331-human,44454,f76dfdd3fd8b57061214e0a685e00825,2281,2281
ENCFF488VNT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR757EMK,MCF-7,SUZ12-human,98011,cd75cd48fef94de78b382045f1543a60,5160,5160
ENCFF728MNA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR279IEM,MCF-7,SIX4-human,42051,8362205c425e67733564b4edb6d440f6,2147,2147
ENCFF932UJX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR729LGA,MCF-7,SP1-human,39297,d74ae7ae434509054de7a80a4b679ee4,2016,2016
ENCFF861DOL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR435OQD,MCF-7,ZFX-human,451774,dc5af12a5b4dad0fa2e4e9ee1d20225c,23764,23764
ENCFF948CYD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000DWH,MCF-7,CTCF-human,1016772,3c49037e4ae2107d3e151e5c7be8f6f7,63364,63364
ENCFF381ULU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EWS,MCF-7,GATA3-human,274184,32fe4eb12f8819bf78376d5c8e297f50,15118,15118
ENCFF342NSW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR573OJP,MCF-7,NCOA3-human,127003,9acf904283ea4bbecedad9f0dbe602c2,6831,6831
ENCFF760TRJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR555DCF,MCF-7,ZNF512B-human,51288,be1d37add6702944da79c77687a577df,2681,2681
ENCFF666QVW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR801SWX,MCF-7,TARDBP-human,179409,68018cd014e5840c64a9d96aa0ca039d,9639,9639
ENCFF090CEP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR505NMN,MCF-7,E2F4-human,23421,847fab656252394036b598af7c72547e,1221,1221
ENCFF490MXJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR949IWY,MCF-7,PAX8-human,40973,aa4d82e3653252a3f56aba931287633e,2121,2121
ENCFF222VDW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR465VLK,MCF-7,FOXK2-human,21430,9d37d8bc3a613aac442e2809466ac5db,1074,1074
ENCFF972FNO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR427BBI,MCF-7,MLLT1-human,54109,1d06a12071d45b20c298a97ebfe0bcce,2761,2761
ENCFF443WEJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR876UYH,MCF-7,ZHX2-human,169020,f35bb6456332fdbe7f1b74d0deb4f5f1,8915,8915
ENCFF896QHA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR038XIA,MCF-7,ZNF444-human,438421,629f4769a885cf3faaf6f8d16c6abef0,24318,24318
ENCFF079JBB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR582ZOA,MCF-7,NFIB-human,304050,74c50f408c7d43e677828cf2f5af9a54,16994,16994
ENCFF599FYT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR620DUQ,MCF-7,CREB1-human,732381,bc28f87bd015b76794ce7a202ce77a83,41610,41610
ENCFF607VIS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR912ATU,MCF-7,ZNF217-human,42007,7606072090eabe6a02acf1e28952b4b6,2205,2205
ENCFF761KBK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR096KWU,MCF-7,ZNF207-human,52535,670112e85d3c0731bfa847045b7e5123,2707,2707
ENCFF778ZBT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR686SOV,MCF-7,NCOA3-human,57975,46ef0c0252ec834d73eb92cac504b13e,2991,2991
ENCFF576UBB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR116QUR,MCF-7,CSDE1-human,18043,addd204a654ccf1a6bd3d027ecf02791,917,917
ENCFF526KAO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR487ASM,MCF-7,SMARCA5-human,149177,d298302635bac551ba62ba7dd627fc56,7894,7894
ENCFF987CPY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR419ODQ,MCF-7,ZNF507-human,49133,3e54ccb88557d57a12fe0ceef2f7074a,2578,2578
ENCFF889QAN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR431TLD,MCF-7,SMARCE1-human,285735,c4700de65e16c7f64d20ea5f4fa4fd44,15383,15383
ENCFF989DLF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR502NRF,MCF-7,ELF1-human,374709,64dcfd03d2afc7916b1a291e433ac3b0,20127,20127
ENCFF395PJC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR173EEH,MCF-7,COPS2-human,12185,30a78918da86e38f2aad097a2612e1bf,626,626
ENCFF532IPJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR248IMH,MCF-7,NFRKB-human,15770,5fab2deb3fa542aca2a5131b6bf1c6e2,822,822
ENCFF810GPR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR460XGV,MCF-7,MNT-human,12208,f92ff8e1907a08c60bcf24968a430e02,633,633
ENCFF999KCC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR810WXH,MCF-7,TOE1-human,244213,7340fd959be940282b7c9717e62f6e13,13040,13040
ENCFF846CPP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR966YYJ,MCF-7,BMI1-human,178254,a488487cb3a9b6e8c1bbc19170af9a93,9391,9391
ENCFF283FBB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR604WXQ,MCF-7,MSX2-human,188273,89c571c37fe045f821daec49cafc447c,10053,10053
ENCFF464GFC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR042GSX,MCF-7,SPDEF-human,415150,7e993b97696dbdcdca4d0053ceab48c7,22780,22780
ENCFF096JXF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR897ZXU,MCF-7,E2F8-human,28084,7ce2dcd9c8f15546822eb3086947b9b0,1440,1440
ENCFF238QAG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR875PEI,MCF-7,TRIM22-human,490178,dd05149baf619710026b1a6a50a44292,27071,27071
ENCFF223BRJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR018MQH,MCF-7,ZNF579-human,222922,013e28081f7aa01251261bd520a53f6c,11953,11953
ENCFF560XEP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR337NQP,MCF-7,ESRRA-human,22021,c94b993b390668f363f220191f3de929,1113,1113
ENCFF320KEW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR761LRR,MCF-7,ZNF512B-human,93264,d5acff773eea3af468cae2f2fc72edf3,4863,4863
ENCFF065ASC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR591EBL,MCF-7,NBN-human,37286,a2ef62741b970c5ca6e91c581c65156e,1914,1914
ENCFF285KBA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR042TWZ,MCF-7,SNIP1-human,49796,3bac8615102f7f1442f9f56a41fbc4be,2534,2534
ENCFF428GSG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR509DOK,MCF-7,PPP1R10-human,19116,77496bdb1598734a17fea0485a72945b,972,972
ENCFF185UUT,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR463GOT,MCF-7,ESR1-human,392852,464964b5a099bdd901dfab66de064b21,21995,21995
ENCFF751VAZ,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR000BUO,MCF-7,TEAD4-human,160910,aa135d057b7f564cd2f1128464bfb488,8821,8821
ENCFF225FXI,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR125ZYC,MCF-7,KLF9-human,341670,2668c23a12e471f4a3283781f637bc5d,19403,19403
ENCFF672NSF,bed narrowPeak,bed,narrowPeak,conservative IDR thresholded peaks,GRCh38,ENCSR094ZCF,MCF-7,CEBPG-human,281114,c818aa04b050992c45cf124bd07b0c94,15316,15316
ENCFF223BOC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR418XXL,HEK293,HOXD13-human,80703,1c2a8c6feaa02c2a2174f1b4a2cbb3db,4203,4203
ENCFF851ZEB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR865HXK,HEK293,PBX3-human,180915,276b0634c86e09d296ceffa7206bd3d7,9773,9773
ENCFF032VPU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EUZ,HEK293,TRIM28-human,516612,a071e159b719714db84c295ab4d43b82,27665,27665
ENCFF722GPK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR294SAK,HEK293,HOXC10-human,50807,b86d2bd2bc6ea3499c671275984fffca,2600,2600
ENCFF921ABU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR289NSN,HEK293,ZNF354C-human,29728,00f63b7cbe0d583e552fdd8defa2a600,1503,1503
ENCFF071FSR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000DTW,HEK293,CTCF-human,873295,a9cdd995914e4daa25af29e6c27d042a,51969,51969
ENCFF576SDC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR978EQY,HEK293,GLI2-human,95694,361e8492734778f0b965d460aab9fcd3,5047,5047
ENCFF222HPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR477OJI,HEK293,ZNF423-human,196499,18f3e2cdff87e193a42f7ec8e5d7d634,10520,10520
ENCFF108NXV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EVD,HEK293,ZNF263-human,712601,4e6a2288b738142f5dcc85f7b826258d,42141,42141
ENCFF333FLF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR440COG,HEK293,ZNF239-human,64829,1508f814c0c82fed1d01e9c43544f99b,3345,3345
ENCFF088YZU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR223TAV,HEK293,PRDM10-human,1118443,271b786400ec316e5aefc40d24e415c3,63280,63280
ENCFF540USW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR892QHR,HEK293,PRDM6-human,842750,f236b47054a12b3e6c6ab0249814a064,45658,45658
ENCFF141YOK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR950ACO,HEK293,ZNF785-human,89314,948215b8a2e22ad704184eabd2729c0d,4615,4615
ENCFF226NBR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR776LDJ,HEK293,ZNF645-human,40600,06487aebcc973fb1cc37705754c22f05,2061,2061
ENCFF812KQC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR811JJM,HEK293,ZNF19-human,38810,8a3128466a9cef9168b805c4d516f77b,1975,1975
ENCFF873CUQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR604VWJ,HEK293,KLF7-human,204234,1a8db10086ac3de682a347bde43d7e60,10956,10956
ENCFF285WQB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR464KFG,HEK293,ZNF140-human,149504,e4489b7ab11030087c5aa4756ced69dc,7979,7979
ENCFF233UEH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR679KXF,HEK293,ZNF23-human,19483,391daaa15940f3c0479b8df4a74f860d,964,964
ENCFF114HLX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR588MQZ,HEK293,ZNF626-human,42758,5c91693b278bd6045a1d156a67597e08,2173,2173
ENCFF521EHU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR617IFZ,HEK293,CTCF-human,669676,1c66d54dcd0f0e7095c333a632e6d802,36373,36373
ENCFF664HXY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR668HOP,HEK293,ZNF580-human,375923,2b66576de66146505d8ef4062254b1a0,20292,20292
ENCFF750TQY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR502KPJ,HEK293,ZNF843-human,387368,278b9d9341fdbd83ccacff830e4cc39e,21693,21693
ENCFF813DZP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR417VWF,HEK293,ZEB2-human,720462,21920210c30fea65a37ee251a6aff100,39019,39019
ENCFF773OGL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR892ZTO,HEK293,ZNF548-human,53190,9d2fc67021249b3123e0c9b1c48ea337,2728,2728
ENCFF079WZH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR909HMT,HEK293,ZEB1-human,209088,48ba3072cb3788703066b34c8c0bef4b,11226,11226
ENCFF334IIH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR513MGG,HEK293,ZNF302-human,21141,36b1bf70393f401969c4dcf8a28fbef7,1048,1048
ENCFF327LPN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR781EQJ,HEK293,ZBTB48-human,491404,012df4a6f7c89073f2176e22995ffa21,26124,26124
ENCFF454RVK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR551KAP,HEK293,ZNF138-human,28750,6525fc13f25ca643809e6ce5c38bde61,1446,1446
ENCFF226QHL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EVB,HEK293,ELK4-human,37334,40f7f10d3456f80b54bdf3e7770517cd,1914,1914
ENCFF075FVV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR731AGO,HEK293,ZSCAN5C-human,304310,0bd937f703e0558e282537a92b66cb01,16269,16269
ENCFF624JUZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR351NON,HEK293,ZNF629-human,768920,a93af56d5ffb6401b7fc6c966a02ba35,41945,41945
ENCFF215BMA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR754SOI,HEK293,ZNF529-human,73530,754afa926c30efb2eb56a1e06ed7a325,3769,3769
ENCFF406BIK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR382GSF,HEK293,INSM2-human,280977,d639efe706368719aefb26b03e7509ec,15074,15074
ENCFF628APG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR482BBZ,HEK293,GLIS1-human,1076358,8327215dad6b5e865856609d0183ae3a,61470,61470
ENCFF524FZR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR801BWR,HEK293,ZNF155-human,13255,379dd3e369200f2534c3f4a9a269578c,650,650
ENCFF537PTF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR447ZTA,HEK293,ZNF558-human,245055,b8110e5ebb55adea5f17ea63ff2e02f0,12907,12907
ENCFF628KKY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR186JMM,HEK293,MEIS1-human,47372,beb3bce7bb30cf6925cf6f73dc0dd750,2430,2430
ENCFF909XIM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR381VYR,HEK293,ZFP69B-human,381387,fb2888a85015d51af45647493a738727,20754,20754
ENCFF315BAF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR178QVJ,HEK293,ZNF274-human,31315,0e9d01236c041478e074bcfca693230d,1574,1574
ENCFF261BLL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR906PCS,HEK293,ZNF223-human,87142,c62b7b2b4ce1acb761408f63c2658398,4517,4517
ENCFF935XZI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR307CKC,HEK293,ZNF680-human,194871,c0f00acc8bb0945ee5f955084287e711,10322,10322
ENCFF315XFX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR669GUM,HEK293,ZNF404-human,41183,78d17628dfeaf89860c4818e1e62e3b4,2090,2090
ENCFF925KAK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR468IJT,HEK293,SP7-human,902269,5e2d06a998e36bcf4946774d3bc3808b,50286,50286
ENCFF692SQX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR714LZQ,HEK293,ZNF664-human,438510,e3a887af317e7cf6177f2d58fd03894a,23998,23998
ENCFF284XHX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR996FYT,HEK293,ZNF202-human,109467,732e176360d4e89ba4deb5c7c8e695d3,5679,5679
ENCFF398HZM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR224QDY,HEK293,ZNF121-human,612021,b10bb9475893a1a3149e09ce02467b00,32768,32768
ENCFF669FUB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR298QUH,HEK293,MZF1-human,296782,8cb13131abff3937d034bc3ca7e159a8,15622,15622
ENCFF241RGR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR705ASR,HEK293,ZSCAN23-human,129049,d876fe7f19331317ddb9caf6b515cef2,6749,6749
ENCFF299VRF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR631WAA,HEK293,ZBTB17-human,1248304,d4f028af951fc3458ff8762a13c7d021,69485,69485
ENCFF795KRZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011CKE,HEK293,ZNF2-human,458570,268c3406806a958b9396dedcefd0804f,24588,24588
ENCFF474BNK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR253CKN,HEK293,ZSCAN21-human,356306,51ec326768f32e191b1b58ef3426ccb5,18679,18679
ENCFF836DHL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR321MSF,HEK293,ZBTB21-human,332176,352d127b9d65232994ad747937075b42,17960,17960
ENCFF638WEZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR076STQ,HEK293,ZBTB44-human,332840,2bc348319b3fa314b83f52e37f5101b8,17890,17890
ENCFF651OPK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR547TGL,HEK293,ZNF701-human,23677,966366215eaa9f0d6dff38014c958739,1178,1178
ENCFF409GGL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR715QNO,HEK293,ZNF362-human,548650,cf85b4f52681364ecdace35405a2d3eb,29188,29188
ENCFF199LLV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR020UPN,HEK293,ZNF184-human,209938,81a68ed22069f44f833c28d38ae658d5,11007,11007
ENCFF170VVR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR072LQF,HEK293,ZNF76-human,326645,e138fe2c17723f8ccda12325fb89a615,17825,17825
ENCFF735CAY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR295BIP,HEK293,ZNF777-human,118584,dce2639b8c50a6462e612643e4205b36,6223,6223
ENCFF818FOD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011XCI,HEK293,ZNF585B-human,134092,12b8b103d95c433c1b207628f272826c,7183,7183
ENCFF313FQE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR854IPI,HEK293,ZNF707-human,46348,0712e7491d66144f876b6c5338fc2e91,2386,2386
ENCFF632JXE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR604CNJ,HEK293,ZNF416-human,18704,e75592ad5170f609fb12938c88d70666,927,927
ENCFF199YAZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR445PDR,HEK293,GFI1B-human,168115,9c20fd86a458df0e8bd4b13fdadf0731,8912,8912
ENCFF309TEO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR451CYX,HEK293,ZNF280D-human,155260,e2c1480198ff5375065ffb89c49e50c8,8146,8146
ENCFF269NKC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR022IZK,HEK293,ZNF623-human,272888,aab5722e4f4ca626c161a23d9cad2dd0,15030,15030
ENCFF753PSU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR098YLE,HEK293,PRDM1-human,862100,c00bfd2448e5ed3d9aa5176c993838b9,46736,46736
ENCFF972WFM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR021DJC,HEK293,BCL11A-human,211713,aec1afdfb0e699ae8d84ce790a31d695,11282,11282
ENCFF334GBZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR080CST,HEK293,ZNF639-human,274816,e6ea64915dfd3ced13b5cd722b20d056,14644,14644
ENCFF400EYJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR595FAO,HEK293,ZNF510-human,97711,bf6d64d34345757bb482c5cbd5db3e37,5052,5052
ENCFF916ITG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR338DGO,HEK293,SCRT2-human,1213812,733eeac5ab1fb23f8117cff3d4f8fa10,64217,64217
ENCFF548EZW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR738SLS,HEK293,ZNF449-human,320071,622ef0dddb0b727b1164fbbaeecd3e6b,17326,17326
ENCFF655OAS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR665KYH,HEK293,ZNF521-human,15896,4ce01db013e1b0c0767352210cee4433,780,780
ENCFF136SOA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR000EUY,HEK293,TCF7L2-human,213364,870997621c1a27db7dcd5a21f7953c71,11611,11611
ENCFF816BMJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR096LSN,HEK293,ZNF311-human,23249,36999c3d81a835d8ff897b0cfd75952f,1162,1162
ENCFF239EWM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR751PNN,HEK293,ZNF112-human,28244,5cc1690c310146c2b2fe146bc1306ad8,1419,1419
ENCFF790PAD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR167XFW,HEK293,ZNF544-human,23621,83e1a428cdd89b8b3ab1f3f3841851c1,1177,1177
ENCFF211HPP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR618HNF,HEK293,TRIM28-human,366555,1a169fe2fc6443e7da5852f3ed504e49,20180,20180
ENCFF850UEN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR827NWO,HEK293,FEZF1-human,568468,7523400286e56c5856e7e504efc966c0,31428,31428
ENCFF333YTG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR503DPC,HEK293,ZNF513-human,221145,5b74d15e89789d904166299a43f304b0,11658,11658
ENCFF453NPX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR344SBD,HEK293,ZNF596-human,235319,71b824ca4988363d057fb64231dfc60c,12511,12511
ENCFF663PCO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR141PZA,HEK293,SP3-human,547819,7af5e2be076acef9aca19146be8d6ae2,29751,29751
