File.accession,File.format,File.type,File.format.type,Output.type,File.assembly,Experiment.accession,Biosample.term.name,Experiment.target,Size,md5sum,peaks_count_raw,peaks_count_run
ENCFF317GWN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR823ADL,HepG2,RFXANK-human,133198,8bef396ee55e1dec423514f4c6c39a63,7702,7702
ENCFF906HIO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR387JKT,HepG2,KDM3A-human,321885,b6e10921b3b0ed603abd499cf08ed2c2,18746,18746
ENCFF550VES,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR886YJI,HepG2,ZNF574-human,622930,462a428deb9abe8513ca2ae4d297c1fc,36353,36353
ENCFF079KQG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR181ABP,HepG2,ZNF768-human,560046,d993814bbf04101b8505b8cac75ee50a,32296,32296
ENCFF889SYG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR562POI,HepG2,THAP11-human,673834,05e5faf6126b7292c49c0d9f3552c973,37315,37315
ENCFF926ROG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR219NRT,HepG2,GTF2F1-human,50724,f7629bc841e78fb50cb2b3074e266815,2733,2733
ENCFF862ZEX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR369YUK,HepG2,FOXP1-human,468244,bb59149e2bb0ff6cc43482ae7a63e663,28993,28993
ENCFF712HHN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR096IIB,HepG2,ETV5-human,536622,f68734fe3777b25ba55de857e0349cf0,32107,32107
ENCFF978GOF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR157CEN,HepG2,ZNF205-human,322945,c7f0603153093f32e16af39b61d43f4e,18979,18979
ENCFF042QSE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR559ZKI,HepG2,NR2C2-human,534509,2470f03546cb9fe6024d584c962a324f,31055,31055
ENCFF453YPR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR715UCI,HepG2,SOX13-human,804447,eede7816dc5898277e145dc44881fad7,49059,49059
ENCFF645QRU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR587BVQ,HepG2,TFAP4-human,843814,016fe92cfad7b125e57de735a5ad2afe,50954,50954
ENCFF726SWQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR346BOD,HepG2,TCF7L2-human,634796,1e1730cc71279765a7c78d95493629b1,36726,36726
ENCFF381WCL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR983KRB,HepG2,MTA1-human,395142,5407eb11c1b9bf051f026f56a5ca43fe,23088,23088
ENCFF132AJP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR125DAD,HepG2,MLX-human,261396,da43509b0446cd7462db514f657c69e9,15801,15801
ENCFF264GAF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR528PSI,HepG2,HLF-human,1122370,37437b78720202ea577671cbc72a1ebb,67207,67207
ENCFF952LSY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR555ZMV,HepG2,AGO1-human,239014,7f491d9991b39019d184d69aff68e6b1,13491,13491
ENCFF372PXU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR013RNH,HepG2,E2F2-human,127597,4df029d7991d85e880c252cdebaa9cd0,6782,6782
ENCFF904LYG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR050KWL,HepG2,ZSCAN22-human,123253,c401a48c0293a32de23774e6afe2e0f8,6344,6344
ENCFF165EYN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR616WEG,HepG2,HBP1-human,270635,bc93c56bc37e189bc406b4348fe9b649,15242,15242
ENCFF833VNB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR784FYS,HepG2,RBFOX2-human,884142,f12de1feca226f0d55e75e26f1491eb0,50288,50288
ENCFF176ATR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR578CXC,HepG2,ZNF644-human,383480,004cf95f40289375919a8064b90713f3,23775,23775
ENCFF259UJN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR545ACM,HepG2,ZNF549-human,52373,6172284a6c0e9bbf221a53ca002e4aa2,2664,2664
ENCFF906UGH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR683CSF,HepG2,ZNF207-human,17863,f2e8d76a9745476322a945403f6b89cb,889,889
ENCFF149QHA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR481AIK,HepG2,ZBTB3-human,180613,aa2a0822193dd52e614acb39b06effb6,9656,9656
ENCFF946LHJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR410FEH,HepG2,TBX2-human,762676,a603f4a016a93ba6f1b7b64eeb930fc1,43797,43797
ENCFF376CUV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR031ING,HepG2,KDM6A-human,235783,fe731e0b16dd4226e29224989d630f81,13996,13996
ENCFF305WWR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR599XKG,HepG2,HMGXB4-human,647262,f3f2ff3e7742da759e0282602b2da2e4,34983,34983
ENCFF656VUG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR315JJE,HepG2,HNRNPL-human,407813,be88d5d58fef42347792ff5527d6c47f,24669,24669
ENCFF502QZR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR194NVP,HepG2,MTF1-human,83681,12c922aa870663459ad93aca667388cb,4317,4317
ENCFF865WCB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR016OHL,HepG2,ZNF317-human,427468,bebac73def9df91c2ccb497e7851d9ea,23274,23274
ENCFF361PBY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR032LZZ,HepG2,ZNF362-human,463564,e1e62add2fef7aae4b303db62162cf03,25394,25394
ENCFF604THW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR945QEW,HepG2,ZNF121-human,589449,b31422c5e69665fd6198fc019db59055,33594,33594
ENCFF035OPG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR519QAA,HepG2,HNRNPK-human,440987,3ff816a7e76d81e46e71d4bc2bad04ae,25258,25258
ENCFF463QUS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR804HMZ,HepG2,HNRNPLL-human,470506,f7c5a8e2a993b08e2dcb5d661926c5a2,27376,27376
ENCFF700GPU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR849DFF,HepG2,PBX2-human,120087,25132e70415b0c64a4596f26fc75f334,6456,6456
ENCFF165IYE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR722TRY,HepG2,PAWR-human,76843,966a872fe975ab31913c69ab3f6dc9c7,3903,3903
ENCFF428HNJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR940EZR,HepG2,ZNF280B-human,286901,45a376cd4e6a5d2d61a6a46e424a8721,15696,15696
ENCFF800VNW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR620DBD,HepG2,ZFP14-human,47493,816faaa8adb00646cd5c19bc980a24ff,2483,2483
ENCFF259PTV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR055ZIA,HepG2,ZNF570-human,62890,16d725ea708402a51e0b962f1bf564e4,3165,3165
ENCFF976LBY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR498TWD,HepG2,MAF1-human,146818,0d751fbb58d22381f74c09c1796d2b64,7740,7740
ENCFF368IYV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR890DSP,HepG2,IRF1-human,79721,390d993126e39df83ddbdde1a607bd6b,4255,4255
ENCFF748PZH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR525YFS,HepG2,ZBTB40-human,105324,efbc1f8ad005640afd1c9299f8164bf6,5822,5822
ENCFF401QJU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR029LBT,HepG2,FOXP1-human,133850,e8e607c3cfdd17d6ec68127cd1a1db3a,7666,7666
ENCFF853YIS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR731UPJ,HepG2,ZFP41-human,117552,83dce076c2e1f5fcc4adbc546f1a2c64,6214,6214
ENCFF878YXY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR419KSZ,HepG2,NCOR1-human,426104,64b3ad6c1bf9d93a2f98c8090d43cdfe,24531,24531
ENCFF374HXP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR479PRL,HepG2,ZBTB4-human,259323,80698c7a22dee0809e0afb8bcd690c5b,15172,15172
ENCFF464WKR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR669PVF,HepG2,ZNF597-human,26964,708564bff7fc3d1b3673dcea7d162c8c,1365,1365
ENCFF751MTJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR396QWK,HepG2,MBD1-human,195351,5dc9373975f6017035f933857ae85cfe,10697,10697
ENCFF921PQB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR514EOE,HepG2,BRD4-human,92703,2f98c7b4013374c99f621884d8b6c953,5036,5036
ENCFF011QFM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR267DFA,HepG2,FOXA1-human,129455,5648b2de1050f8258f941097efffc7b0,7149,7149
ENCFF179LFO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR188EMJ,HepG2,SNAI1-human,207920,42fbec2a5856d3e9785bee121fac2462,10845,10845
ENCFF682RGC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR278JQG,HepG2,IKZF1-human,28092,745defea5ffebbe624051a03e8ec8774,1478,1478
ENCFF023EDF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR799FCZ,HepG2,CREM-human,34816,7ae0d46dbf98bddfda7893c75fec0c55,1939,1939
ENCFF233BHX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR518KLO,HepG2,NRL-human,363497,108028e712062afe5e5807095125f976,19699,19699
ENCFF187WJM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR859JGF,HepG2,ATM-human,24575,297e8908f8b7d3b966bde35fbdf40586,1271,1271
ENCFF321MKV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR009LIA,HepG2,ZNF10-human,16394,c97233dd51b34a6c9170b5acb30f381c,817,817
ENCFF396ZSB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR704ENT,HepG2,ZNF776-human,244590,d009b30ee6e2c4579aeb93be8cce20f0,13340,13340
ENCFF339ZPY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR042BQZ,HepG2,SMAD9-human,99538,ced8d9ce90aab1e55cec0adf88da06c8,5139,5139
ENCFF492BXK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR988LZG,HepG2,ARID4B-human,901168,12e9e2a4fa33890984c4db9bb77c4e4c,52069,52069
ENCFF004LNW,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR753KZY,HepG2,SATB2-human,154220,bc7c8d8d6ed66378381cd9307ae86724,8021,8021
ENCFF015STD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR895KNN,HepG2,DZIP1-human,174509,159d1d8f795e5d85acafa41e8cecd4b0,9279,9279
ENCFF353STA,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR204ALX,HepG2,ZNF431-human,247581,455680138db4ccde6e3fefecde2b1d16,13180,13180
ENCFF199NUD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR340BXT,HepG2,KAT7-human,329983,af422e5f2e44e64b8c7f2a8931c10fee,18704,18704
ENCFF086YQE,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR087NSR,HepG2,KDM1A-human,233447,2e7441502b6bc8565ba4616dccd29006,14315,14315
ENCFF044XYZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR347PUQ,HepG2,ZXDC-human,179169,ecff3d23c87ec3a8d087d812957ede98,9346,9346
ENCFF182FNR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR959OMS,HepG2,SAP130-human,1202016,89ae848a3466baec1b96e363eb74b274,70014,70014
ENCFF076WTT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR238QRG,HepG2,TBX3-human,239295,f3c0c63923406098e01a9ce036e0a268,13023,13023
ENCFF999NWQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR712FAM,HepG2,ZSCAN9-human,329246,69f607dca0811a4a61f341cd05471a69,19381,19381
ENCFF489SJO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR201GGK,HepG2,NFIL3-human,651056,67d651fd9779009d4f40712dc746e260,40157,40157
ENCFF620CHN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR670YPQ,HepG2,DMAP1-human,494798,39b92b3ffb3b3f4b5f3ad2bb4b4bc4d8,27568,27568
ENCFF994LMJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR047BUZ,HepG2,ATF2-human,999711,32f2b67c84151ec7b72894b8d7a54f85,59468,59468
ENCFF561XGT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR226QQM,HepG2,NFIA-human,479798,33c59d3056baebe809c8d7bd5a07803c,28884,28884
ENCFF634YFK,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR605YWG,HepG2,TBX3-human,86501,df2862f1890120203cf27767eff80aac,4779,4779
ENCFF384TZN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR485OYR,HepG2,ZBTB25-human,338142,0e67ff6a8dc8b1707c5f32a3f5916436,19559,19559
ENCFF741QVY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR011CIR,HepG2,ZNF614-human,421371,049ec43cec1a0eaf5ebd299dc0c948be,24573,24573
ENCFF697NJT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR672BSA,HepG2,ETS1-human,99451,e5e9172a95ce19706f03dbe15b5fbf2d,5093,5093
ENCFF186RPU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR075PWK,HepG2,ZNF225-human,215618,6f4a0f82b1123ffc620bd6761f79d0cb,12360,12360
ENCFF497RWP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR017XHZ,HepG2,ZNF707-human,120356,87fb611467c37a88318d5619de482842,6197,6197
ENCFF871PDU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR903ELW,HepG2,CREM-human,538341,44a6c0af55c00171b73b5ecbfb8d6e48,29856,29856
ENCFF879KUL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR643XPG,HepG2,ZNF720-human,33042,67d63c66020e38f2c4241bb755d02975,1876,1876
ENCFF364DXQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR173NAL,HepG2,ZNF598-human,303984,53f2bc153ed13574e88722ecd2fae232,16792,16792
ENCFF413UQM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR793EHQ,HepG2,HNF4G-human,281949,e24ae59c266835b35711b95e89dd8c8d,16195,16195
ENCFF482XKY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR517HGZ,HepG2,ZNF781-human,232408,f6e5988e9a080ccce7338032f2864410,12712,12712
ENCFF748KIJ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR043VRG,HepG2,ZNF432-human,26551,79240a86684d8ba253af9a5a1a2c793c,1317,1317
ENCFF230KZH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR856QJP,HepG2,ZNF775-human,108251,23e32ca60b11f75b80f91ea3868b1f52,5687,5687
ENCFF929XBL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR520MCD,HepG2,CEBPD-human,320255,beab6121866896c7da1f48e44d2265d3,19712,19712
ENCFF954EXR,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR374MAS,HepG2,PITX1-human,514247,86e9887361932b9a552bae5e0e970feb,29324,29324
ENCFF288NCG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR808FFI,HepG2,ZKSCAN8-human,308985,fe6ddef985e09ab116e09d109007bd65,17377,17377
ENCFF450BWT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR171BKT,HepG2,ZNF674-human,99465,3403f8fde28943d80e81192dac93a967,5057,5057
ENCFF011OPT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR184SVO,HepG2,ZBTB26-human,269341,40db7e10a752a11716758cc5fcef87d6,15646,15646
ENCFF139XIZ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR922MQU,HepG2,FUBP1-human,86553,ff39202c1f48de4f69919f989283e9f6,4446,4446
ENCFF743AUT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR505LJT,HepG2,ZFP37-human,179025,681ac27134ba9755a2286f07ca2f85a6,9679,9679
ENCFF825ROC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR487CPI,HepG2,ZFP64-human,162538,28b6cd1d7f8ebf64600eec13051d4987,9547,9547
ENCFF855VUF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR376FMN,HepG2,EHMT2-human,210095,15c4630966a7a3a16309bdc145fe014a,11359,11359
ENCFF330SXS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR586DEH,HepG2,ZFP1-human,209388,602a9eab50039d977e28494d90ef7bf5,12299,12299
ENCFF485CTI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR185AYQ,HepG2,DR1-human,224643,4e12de1903e189848fd51a1b585b5149,12469,12469
ENCFF944XYP,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR191TLD,HepG2,PHF5A-human,176812,28ce267bb1545d32806812f5b20cef80,10496,10496
ENCFF598CBU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR251XFX,HepG2,DMTF1-human,73425,6e105b8c699a9e149a881b0acfa2da79,3755,3755
ENCFF623HZY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR154YWK,HepG2,ZNF558-human,244671,485e68a7ce65a3140500ff237e5e5be6,12771,12771
ENCFF196KRF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR798KXG,HepG2,TBP-human,52508,30e72b0cffca9e0248aa2fa90056960f,2675,2675
ENCFF272IPH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR759KXQ,HepG2,ZNF337-human,182973,079bc67da1face0c2ea964a058b1ce1f,9552,9552
ENCFF598QRD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR801GJU,HepG2,CBX2-human,49798,22797257ef60049d83bd21432d4fa1e6,2675,2675
ENCFF371EUY,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR984IXF,HepG2,ZNF709-human,320961,c063eb4d54aa386b8d15a9beb2453636,17453,17453
ENCFF861MUF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR228ZYW,HepG2,STAT6-human,200082,e984df859c08639f2c9d9e1b6ba43d29,10714,10714
ENCFF216KLB,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR678KUJ,HepG2,ZFP91-human,724152,14b58aaa66df25c9219d4349080bac9c,42368,42368
ENCFF003HBS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR269DQN,HepG2,MED13-human,229757,3a496835c39395c23f33c211637ac662,12412,12412
ENCFF494FXL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR756SZU,HepG2,KLF13-human,94350,a8a6319ad26c83ca555e9d9e8bd3be1b,5053,5053
ENCFF618JPG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR286LPH,HepG2,ZNF615-human,124456,6d8bbb14f112e2726e26b6782bf09869,6441,6441
ENCFF754CRG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR306HAG,HepG2,SNAPC4-human,227481,f6e9de1e8ace5cdfe45809c0c984b93c,11864,11864
ENCFF078ATH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR141ELR,HepG2,ZNF778-human,89603,bafe82148408f3028e38c9e326a14053,4589,4589
ENCFF825WJM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR964ZJC,HepG2,ZNF547-human,360353,1e5180c0e380d1cb9bb8eb67675cdb8d,19100,19100
ENCFF624TVT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR914HPP,HepG2,ZNF44-human,188261,eee79ef1b5d745e4a6825521b52ceb3b,9832,9832
ENCFF628ZKC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR931ZOM,HepG2,ZNF451-human,224791,b0961626095d16414f8d3aebfbc82d41,12842,12842
ENCFF687TJX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR164YJZ,HepG2,NFKB2-human,384625,44048cc755cc0e2af68a01efd940b6ed,21913,21913
ENCFF482QHM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR087NSZ,HepG2,ZBTB39-human,185128,26f528869806487df0d55cb758b02a58,9848,9848
ENCFF509LCC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR923UTX,HepG2,NONO-human,353273,561bdf880db5b34260f5d464486dcc63,21030,21030
ENCFF230OBH,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR508LMH,HepG2,ASH2L-human,743346,c499090347b3fad77ff6c2c0c18eab89,41213,41213
ENCFF691DTG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR431FOF,HepG2,CHD4-human,281146,c677dce2a8ef8e81962aedff7732ea72,14802,14802
ENCFF308STQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR853ADA,HepG2,NRF1-human,289949,a0c5ed62489d8ba84248a8c03eec65bc,16484,16484
ENCFF971VQT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR848YWD,HepG2,ZMYM3-human,202674,979a00d2eec7aaf2ca8cb7018f33f767,11896,11896
ENCFF762NCU,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR596FEL,HepG2,RBPJ-human,509219,1dcf021f43fc4c7df00b242205671dfe,29838,29838
ENCFF594LBX,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR334KIQ,HepG2,SP1-human,23267,870a11053660bdfcbc7af4efb662ec45,1206,1206
ENCFF458VJS,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR506HXN,HepG2,TRIM22-human,24770,6126ec8ea0601deb823eb4374443d0fe,1267,1267
ENCFF339GYF,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR704IGU,HepG2,ZGPAT-human,788648,5ce76c14011d6e960e493883b390b386,45291,45291
ENCFF163LGN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR232LLP,HepG2,FOXP4-human,621055,b8dc5c0e45c88769f28fd59704e280f7,35669,35669
ENCFF061ZIT,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR569ARC,HepG2,NFYC-human,265531,52e9ef43d2c5ac87e92d4729906e5372,15455,15455
ENCFF156UNQ,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR072GJV,HepG2,HMG20A-human,430304,111e8aa87acb52e29a06be55e5838c08,25833,25833
ENCFF260FYO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR142IGM,HepG2,CEBPA-human,936965,b7e3a1388155bae59f05ce691f25f1d1,58408,58408
ENCFF807WYN,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR455DOO,HepG2,RCOR2-human,369789,8fad84b9a925989dce2fa2f9e02ce11c,22013,22013
ENCFF217XUD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR462KYU,HepG2,GABPB1-human,740700,a8f655211a0cdb2f9b1614a4b268f87c,42542,42542
ENCFF543CJD,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR415AEB,HepG2,ZNF48-human,602991,4e694291d6ad4cce9fc1e9fc15b85f35,34583,34583
ENCFF417HLM,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR661PKJ,HepG2,ONECUT2-human,194364,5f98646ee51c7f9c77fb76d7dbcb9fd8,10584,10584
ENCFF992KZC,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR604UJV,HepG2,IRF2-human,514683,56b02c04692f37477fdac40170c75dc3,30647,30647
ENCFF850FVG,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR560SEP,HepG2,RXRB-human,689929,40b3ec9e6eb2aa06c98e09dc5e067fc7,41785,41785
ENCFF854DNO,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR087HFN,HepG2,ZNF230-human,284989,ca02fab61c6b40c8fe781e469eae584d,15510,15510
ENCFF442JPI,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR099FCQ,HepG2,USF1-human,486781,9c6b625fb86b2afc7dc6342c09f47082,29199,29199
ENCFF206KPV,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR005GZH,HepG2,SMAD3-human,350399,4e7fbb69a7121acf03f7fc4a123810cd,20763,20763
ENCFF647VJL,bed narrowPeak,bed,narrowPeak,IDR thresholded peaks,GRCh38,ENCSR359TWG,HepG2,HOXD1-human,255143,761e86563c4c60bd25268f0d3a61e4f6,13883,13883
